# Directed graph (each unordered pair of nodes is saved once): Slashdot0811.txt 
# Slashdot Zoo social network from Noveber 6 2008
# Nodes: 77360 Edges: 905468
# FromNodeId	ToNodeId
3	4786
3	4787
3	4788
3	4789
3	4790
3	4791
3	4792
3	4793
3	4794
3	4795
3	4796
3	4797
3	4798
3	4799
3	4800
3	4801
3	4802
3	4803
3	4804
3	4805
3	4806
3	4807
3	4808
3	4809
3	4810
3	4811
3	4812
3	4813
3	4814
3	4815
3	4816
3	4817
3	4818
3	4819
3	4820
3	4821
3	4822
3	4823
3	4824
3	4825
3	4826
3	4827
3	4828
3	4829
3	4830
3	4831
3	4832
3	4833
3	4834
3	4835
3	4836
3	4837
3	4838
3	4839
3	4840
3	4841
3	4842
3	4843
3	4844
3	4845
3	4846
3	4847
3	4848
3	4849
3	4850
3	4851
3	4852
3	4853
4	0
4	4
4	8
4	13
4	34
4	66
4	151
4	192
4	217
4	225
4	377
4	394
4	400
4	403
4	405
4	408
4	577
4	909
4	954
4	1219
4	1582
4	1590
4	1772
4	1825
4	1849
4	2081
4	2208
4	2399
4	2425
4	2481
4	2490
4	2501
4	2538
4	2555
4	2813
4	4522
4	4668
4	4675
4	4716
4	4729
4	4834
4	4854
4	4855
4	4856
4	4857
4	4858
4	4859
4	4860
4	4861
4	4862
4	4863
4	4864
4	4865
4	4866
4	4867
4	4868
4	4869
4	4870
4	4871
4	4872
4	4873
4	4874
4	4875
4	4876
4	4877
4	4878
4	4879
4	4880
4	4881
4	4882
4	4883
4	4884
4	4885
4	4886
4	4887
4	4888
4	4889
4	4890
4	4891
4	4892
4	4893
4	4894
4	4895
4	4896
4	4897
4	4898
4	4899
4	4900
4	4901
4	4902
4	4903
4	4904
4	4905
4	4906
4	4907
4	4908
4	4909
4	4910
4	4911
4	4912
4	4913
4	4914
4	4915
4	4916
4	4917
4	4918
4	4919
5	0
5	5
5	4920
5	4921
6	0
6	6
6	549
6	1428
6	1779
6	1861
6	1884
6	2293
6	2836
6	3022
6	3086
6	3183
6	3462
6	3538
6	3662
6	3942
6	3950
6	4044
6	4144
6	4472
6	4777
6	4922
6	4923
6	4924
6	4925
6	4926
6	4927
6	4928
6	4929
6	4930
6	4931
6	4932
6	4933
6	4934
6	4935
6	4936
6	4937
6	4938
6	4939
6	4940
6	4941
6	4942
6	4943
6	4944
6	4945
6	4946
6	4947
6	4948
6	4949
6	4950
6	4951
6	4952
6	4953
6	4954
6	4955
6	4956
6	4957
6	4958
6	4959
6	4960
6	4961
6	4962
6	4963
6	4964
6	4965
6	4966
6	4967
6	4968
6	4969
6	4970
6	4971
6	4972
6	4973
6	4974
7	0
7	7
7	11
7	138
7	162
7	865
7	1098
7	1220
7	2551
7	2784
7	3724
7	4975
7	4976
7	4977
7	4978
7	4979
7	4980
7	4981
7	4982
7	4983
7	4984
7	4985
8	0
8	4
8	8
8	17
8	46
8	83
8	90
8	93
8	97
8	103
8	113
8	143
8	151
8	175
8	185
8	192
8	198
8	225
8	283
8	284
8	320
8	337
8	394
8	395
8	400
8	401
8	403
8	408
8	416
8	502
8	525
8	527
8	532
8	552
8	577
8	595
8	598
8	691
8	837
8	883
8	890
8	970
8	1012
8	1062
8	1108
8	1170
8	1292
8	1319
8	1382
8	1388
8	1445
8	1478
8	1490
8	1498
8	1509
8	1521
8	1532
8	1582
8	1608
8	1621
8	1704
8	1712
8	1751
8	1801
8	1851
8	1855
8	1874
8	1883
8	1901
8	1960
8	1999
8	2056
8	2084
8	2208
8	2260
8	2270
8	2331
8	2350
8	2396
8	2401
8	2425
8	2475
8	2478
8	2482
8	2485
8	2486
8	2493
8	2495
8	2503
8	2505
8	2511
8	2514
8	2524
8	2525
8	2527
8	2544
8	2571
8	2611
8	2757
8	2771
8	2842
8	3247
8	3398
8	4565
8	4675
8	4679
8	4694
8	4697
8	4698
8	4747
8	4773
8	4844
8	4884
8	4903
8	4986
8	4987
8	4988
8	4989
8	4990
8	4991
8	4992
8	4993
8	4994
8	4995
8	4996
8	4997
8	4998
8	4999
8	5000
8	5001
8	5002
8	5003
8	5004
8	5005
8	5006
8	5007
8	5008
8	5009
8	5010
8	5011
8	5012
8	5013
8	5014
8	5015
8	5016
8	5017
8	5018
8	5019
8	5020
8	5021
8	5022
8	5023
8	5024
8	5025
8	5026
8	5027
8	5028
8	5029
8	5030
8	5031
8	5032
8	5033
8	5034
8	5035
8	5036
8	5037
8	5038
8	5039
8	5040
8	5041
8	5042
8	5043
8	5044
8	5045
8	5046
8	5047
8	5048
8	5049
8	5050
8	5051
8	5052
8	5053
8	5054
8	5055
8	5056
8	5057
8	5058
8	5059
8	5060
8	5061
8	5062
8	5063
8	5064
8	5065
8	5066
8	5067
8	5068
8	5069
8	5070
8	5071
8	5072
8	5073
8	5074
8	5075
8	5076
8	5077
8	5078
8	5079
8	5080
8	5081
8	5082
8	5083
8	5084
8	5085
8	5086
8	5087
8	5088
8	5089
8	5090
8	5091
8	5092
8	5093
8	5094
8	5095
8	5096
8	5097
8	5098
8	5099
8	5100
8	5101
8	5102
8	5103
8	5104
8	5105
8	5106
8	5107
8	5108
8	5109
8	5110
8	5111
8	5112
8	5113
8	5114
8	5115
8	5116
8	5117
8	5118
8	5119
8	5120
8	5121
8	5122
8	5123
8	5124
8	5125
8	5126
8	5127
8	5128
8	5129
8	5130
8	5131
8	5132
8	5133
8	5134
8	5135
8	5136
8	5137
8	5138
8	5139
8	5140
8	5141
8	5142
8	5143
8	5144
8	5145
8	5146
8	5147
8	5148
8	5149
8	5150
8	5151
8	5152
8	5153
8	5154
8	5155
8	5156
8	5157
8	5158
8	5159
8	5160
8	5161
8	5162
8	5163
8	5164
8	5165
8	5166
8	5167
8	5168
8	5169
8	5170
8	5171
8	5172
8	5173
8	5174
8	5175
8	5176
8	5177
8	5178
8	5179
8	5180
8	5181
8	5182
8	5183
8	5184
8	5185
8	5186
8	5187
8	5188
8	5189
8	5190
8	5191
8	5192
8	5193
8	5194
8	5195
8	5196
8	5197
8	5198
8	5199
8	5200
8	5201
8	5202
9	0
9	9
9	4736
9	4837
9	5203
10	0
10	10
10	263
10	1211
10	2833
10	2990
10	3037
10	3133
10	3451
10	4557
10	5204
10	5205
10	5206
10	5207
10	5208
10	5209
10	5210
10	5211
10	5212
10	5213
10	5214
10	5215
10	5216
10	5217
10	5218
10	5219
10	5220
10	5221
10	5222
10	5223
10	5224
